ruta,lineas,main,class,plugin,tests,importado,ultima_mod,estado
motor/cli/main.py,149,True,False,False,False,True,2026-07-26 19:15:38 +0200,activo
motor/cli/public_api.py,63,False,False,False,False,True,2026-07-22 19:16:17 +0200,libreria
motor/core/__init__.py,2,False,False,False,False,True,2026-07-25 15:19:11 +0200,esbozo
motor/core/config.py,178,False,True,False,True,True,2026-07-26 19:15:38 +0200,activo
motor/core/evaluation/__init__.py,46,False,False,False,False,True,2026-07-17 02:35:06 +0200,libreria
motor/core/evaluation/continuous.py,210,False,True,False,False,False,2026-08-03 03:21:38 +0200,dormido
motor/core/evaluation/corpus.py,99,False,True,False,False,False,2026-07-16 19:05:35 +0200,dormido
motor/core/evaluation/evaluator.py,275,False,True,False,False,True,2026-08-02 00:11:53 +0200,activo
motor/core/evaluation/experiment.py,261,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/evaluation/metrics.py,117,False,False,False,False,True,2026-07-16 19:05:35 +0200,libreria
motor/core/evaluation/regression.py,312,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/executor.py,213,False,True,False,False,True,2026-07-24 01:34:00 +0200,activo
motor/core/fusion/__init__.py,170,False,False,False,False,True,2026-07-22 19:20:30 +0200,libreria
motor/core/fusion/base.py,263,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/core/fusion/bridge.py,85,False,False,False,False,True,2026-07-19 19:10:32 +0200,libreria
motor/core/fusion/config.py,44,False,True,False,True,True,2026-07-17 13:39:21 +0200,activo
motor/core/fusion/context_builder.py,119,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/fusion/engine.py,166,False,True,False,False,True,2026-07-23 05:41:31 +0200,activo
motor/core/fusion/fact_history.py,347,False,True,False,False,False,2026-08-04 09:48:03 +0200,dormido
motor/core/fusion/fact_index.py,205,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/fusion/models.py,444,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/core/fusion/registry.py,130,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/core/fusion/stages/__init__.py,57,False,False,False,False,True,2026-07-17 18:56:30 +0200,libreria
motor/core/fusion/stages/conflict_detection.py,136,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/fusion/stages/delta.py,102,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/fusion/stages/entity_resolver.py,765,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/fusion/stages/extraction.py,54,False,True,False,False,True,2026-07-17 13:39:21 +0200,activo
motor/core/fusion/stages/merger.py,103,False,True,False,False,False,2026-07-20 13:35:48 +0200,dormido
motor/core/fusion/stages/normalization.py,55,False,True,False,False,False,2026-07-17 13:39:21 +0200,dormido
motor/core/fusion/stages/selector.py,104,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/fusion/stages/source_scorer.py,101,False,True,False,False,False,2026-07-22 19:16:17 +0200,dormido
motor/core/llm/__init__.py,46,False,False,False,False,True,2026-07-22 19:16:31 +0200,libreria
motor/core/llm/_logging.py,33,False,False,False,False,True,2026-07-17 03:17:33 +0200,libreria
motor/core/llm/_state.py,140,False,True,False,False,True,2026-07-24 01:34:00 +0200,activo
motor/core/llm/anthropic.py,156,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/llm/base.py,205,False,True,False,False,True,2026-08-01 23:26:05 +0200,activo
motor/core/llm/baseline.py,266,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/llm/circuit_breaker.py,25,False,True,False,False,True,2026-07-21 00:06:29 +0200,activo
motor/core/llm/detector.py,182,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/core/llm/gemini.py,171,False,True,False,False,False,2026-07-22 19:16:17 +0200,dormido
motor/core/llm/lmstudio.py,158,False,True,False,False,False,2026-07-22 19:16:17 +0200,dormido
motor/core/llm/monitor.py,269,False,True,False,False,True,2026-08-02 03:22:49 +0200,activo
motor/core/llm/observability.py,132,False,True,False,False,True,2026-07-21 00:06:29 +0200,activo
motor/core/llm/ollama.py,213,False,True,False,False,True,2026-07-20 23:47:47 +0200,activo
motor/core/llm/openai.py,231,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/llm/openrouter.py,167,False,True,False,False,False,2026-07-22 19:16:17 +0200,dormido
motor/core/llm/profiler.py,198,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/core/llm/registry.py,74,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/core/llm/router/__init__.py,242,False,True,False,False,True,2026-07-23 06:20:04 +0200,activo
motor/core/llm/router/capability.py,49,False,False,False,False,False,2026-07-23 05:15:02 +0200,libreria
motor/core/llm/router/health.py,56,False,False,False,True,True,2026-07-23 21:59:27 +0200,libreria
motor/core/llm/router/providers.py,58,False,False,False,False,False,2026-07-23 06:04:56 +0200,libreria
motor/core/llm/router/strategy.py,279,False,False,False,False,True,2026-08-02 02:53:23 +0200,libreria
motor/core/llm/router/utils.py,36,False,False,False,False,True,2026-07-23 05:15:02 +0200,libreria
motor/core/llm/vllm.py,158,False,True,False,False,False,2026-07-22 19:16:17 +0200,dormido
motor/core/qdrant_client.py,598,False,True,False,True,True,2026-08-03 01:38:58 +0200,activo
motor/core/qdrant_rest.py,64,False,False,False,False,True,2026-07-22 19:17:49 +0200,libreria
motor/core/secrets.py,136,False,False,False,False,True,2026-07-19 19:10:32 +0200,libreria
motor/core/state.py,122,False,True,False,False,False,2026-07-25 15:19:11 +0200,dormido
motor/core/web/__init__.py,79,False,False,False,False,True,2026-07-19 02:12:05 +0200,libreria
motor/core/web/base.py,97,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/core/web/citation/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/citation/citation.py,205,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/web/cleaner/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/cleaner/cleaner.py,82,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/core/web/cleaner/deduplication.py,137,False,True,False,True,True,2026-07-19 19:10:32 +0200,activo
motor/core/web/cleaner/url_utils.py,52,False,False,False,False,True,2026-07-19 02:12:05 +0200,libreria
motor/core/web/config.py,37,False,True,False,True,True,2026-07-17 06:46:22 +0200,activo
motor/core/web/crawler/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/crawler/providers/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/crawler/providers/httpx_crawler.py,242,False,True,False,False,False,2026-08-04 09:19:53 +0200,dormido
motor/core/web/extractor/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/extractor/providers/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/extractor/providers/html_extractor.py,214,False,True,False,False,False,2026-07-24 02:02:45 +0200,dormido
motor/core/web/models.py,97,False,True,False,False,True,2026-07-17 06:46:22 +0200,activo
motor/core/web/pipeline.py,212,False,True,False,False,False,2026-07-24 02:02:45 +0200,dormido
motor/core/web/ranker/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/ranker/ranker.py,195,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/web/registry.py,119,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/core/web/searcher/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/searcher/providers/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/searcher/providers/duckduckgo.py,120,False,True,False,False,False,2026-08-04 09:19:53 +0200,dormido
motor/core/web/searcher/providers/searxng.py,87,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/core/web/summarizer/__init__.py,2,False,False,False,False,True,2026-07-23 03:51:14 +0200,esbozo
motor/core/web/summarizer/summarizer.py,207,False,True,False,False,False,2026-07-24 02:02:45 +0200,dormido
motor/diagnostico/__init__.py,112,False,True,False,False,True,2026-07-26 19:15:38 +0200,activo
motor/diagnostico/_state.py,28,False,True,False,False,True,2026-07-22 19:16:17 +0200,activo
motor/diagnostico/backup_knowledge.py,24,False,False,False,False,False,2026-08-03 02:40:03 +0200,libreria
motor/diagnostico/circuit_breaker.py,37,False,True,False,False,True,2026-08-04 09:48:03 +0200,activo
motor/diagnostico/correlacion.py,59,False,False,False,False,False,2026-07-25 15:19:11 +0200,libreria
motor/diagnostico/diagnostico.py,117,False,True,False,False,True,2026-08-03 02:40:03 +0200,activo
motor/diagnostico/pattern_matcher.py,148,False,False,False,False,False,2026-07-25 15:19:11 +0200,libreria
motor/events/__init__.py,47,False,False,True,False,True,2026-07-19 18:45:12 +0200,libreria
motor/events/bus.py,134,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/events/compat.py,96,False,False,False,False,True,2026-07-20 13:35:48 +0200,libreria
motor/events/event.py,109,False,True,False,False,False,2026-07-22 19:16:43 +0200,dormido
motor/events/hooks.py,81,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/events/topics.py,53,False,False,True,False,False,2026-07-19 19:10:32 +0200,libreria
motor/guard/__init__.py,2,False,False,False,False,True,2026-07-25 15:19:11 +0200,esbozo
motor/guard/preflight.py,61,False,False,False,False,False,2026-07-25 15:19:11 +0200,libreria
motor/guard/verifier.py,78,False,False,False,False,True,2026-07-25 15:19:11 +0200,libreria
motor/health_monitor.py,131,True,False,False,False,True,2026-07-23 21:59:27 +0200,activo
motor/intelligence/agents/__init__.py,57,False,False,False,False,True,2026-07-06 06:37:51 +0200,libreria
motor/intelligence/agents/base.py,22,False,True,False,False,True,2026-07-16 16:52:37 +0200,activo
motor/intelligence/agents/consensus.py,327,False,True,False,False,False,2026-08-02 03:32:42 +0200,dormido
motor/intelligence/agents/executor.py,63,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/intelligence/agents/message.py,77,False,True,False,False,False,2026-07-06 05:12:11 +0200,dormido
motor/intelligence/agents/parallel.py,187,False,True,False,False,False,2026-08-03 02:13:03 +0200,dormido
motor/intelligence/agents/planner.py,91,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/intelligence/agents/reflection.py,247,False,True,False,True,False,2026-08-02 00:08:52 +0200,activo
motor/intelligence/agents/researcher.py,95,False,True,False,False,False,2026-07-19 12:43:33 +0200,dormido
motor/intelligence/agents/runtime.py,171,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/intelligence/agents/supervisor.py,134,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/intelligence/agents/validator.py,57,False,True,False,False,True,2026-07-06 05:29:04 +0200,activo
motor/intelligence/chunking.py,213,False,True,False,True,True,2026-07-20 13:35:48 +0200,activo
motor/intelligence/memory/__init__.py,72,False,False,False,False,True,2026-07-16 16:52:37 +0200,libreria
motor/intelligence/memory/base.py,30,False,True,False,False,True,2026-07-23 21:59:27 +0200,activo
motor/intelligence/memory/compression.py,286,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/intelligence/memory/episodic.py,399,False,True,False,False,True,2026-07-23 21:59:27 +0200,activo
motor/intelligence/memory/extractor.py,81,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/intelligence/memory/extractor_llm.py,97,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/intelligence/memory/forgetting.py,372,False,True,False,True,False,2026-08-04 09:19:53 +0200,activo
motor/intelligence/memory/hybrid.py,263,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/intelligence/memory/orchestrator.py,66,False,True,False,True,True,2026-07-20 13:16:03 +0200,activo
motor/intelligence/memory/record.py,55,False,True,False,False,False,2026-07-06 04:06:13 +0200,dormido
motor/intelligence/memory/retrieval.py,202,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/intelligence/memory/semantic.py,277,False,True,False,False,True,2026-07-23 21:59:27 +0200,activo
motor/intelligence/pipeline.py,59,False,False,False,False,False,2026-07-19 19:10:32 +0200,libreria
motor/intelligence/reranking/__init__.py,12,False,False,False,False,True,2026-07-06 03:51:27 +0200,esbozo
motor/intelligence/reranking/base.py,16,False,True,False,False,True,2026-07-16 16:52:37 +0200,activo
motor/intelligence/reranking/ce.py,105,False,True,False,False,False,2026-07-20 14:18:49 +0200,dormido
motor/intelligence/reranking/llm.py,86,False,True,False,False,True,2026-07-16 16:52:37 +0200,activo
motor/intelligence/reranking/noop.py,17,False,True,False,False,False,2026-07-05 20:47:55 +0200,dormido
motor/intelligence/reranking/reranker.py,107,False,True,False,False,False,2026-07-22 19:16:17 +0200,dormido
motor/intelligence/retrieval/__init__.py,10,False,False,False,False,True,2026-07-05 19:49:45 +0200,esbozo
motor/intelligence/retrieval/hybrid.py,96,False,True,False,False,False,2026-07-19 20:07:14 +0200,dormido
motor/intelligence/retrieval/lexical.py,61,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/intelligence/retrieval/vector.py,55,False,True,False,False,True,2026-07-19 19:10:32 +0200,activo
motor/memory/__init__.py,39,False,False,False,False,True,2026-07-18 04:55:23 +0200,libreria
motor/memory/crypto.py,58,False,False,False,False,False,2026-07-19 18:45:12 +0200,libreria
motor/memory/journal.py,169,False,True,False,False,True,2026-07-31 10:52:28 +0200,activo
motor/memory/memory.py,278,False,True,False,False,False,2026-07-31 10:52:28 +0200,dormido
motor/memory/models.py,106,False,True,False,False,True,2026-07-18 00:12:13 +0200,activo
motor/memory/snapshot.py,138,False,False,False,False,False,2026-07-19 19:10:32 +0200,libreria
motor/memory/timeline.py,121,False,True,False,False,False,2026-07-19 19:10:32 +0200,dormido
motor/meta/__init__.py,1,False,False,False,False,True,2026-07-23 21:59:27 +0200,esbozo
motor/observability/__init__.py,34,False,False,False,False,True,2026-07-19 18:45:12 +0200,libreria
motor/observability/exporter.py,65,False,False,False,True,True,2026-07-19 18:45:12 +0200,libreria
motor/observability/health.py,81,False,True,False,True,True,2026-07-22 19:17:14 +0200,activo
motor/observability/instrumentation.py,174,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/observability/logging.py,102,False,True,False,False,True,2026-07-22 19:16:17 +0200,activo
motor/observability/metrics.py,175,False,True,False,False,True,2026-07-16 16:52:37 +0200,activo
motor/observability/metrics_labeled.py,226,False,True,False,False,False,2026-07-23 06:04:56 +0200,dormido
motor/observability/prometheus_exporter.py,44,False,False,False,False,True,2026-07-23 18:45:26 +0200,libreria
motor/observability/readiness.py,53,False,True,False,False,True,2026-07-16 16:52:37 +0200,activo
motor/observability/tracing_exporter.py,353,False,True,False,False,True,2026-07-23 21:59:27 +0200,activo
motor/observability/tracing_platform.py,468,False,True,False,False,False,2026-08-04 01:55:20 +0200,dormido
motor/observability/tracing_sampler.py,97,False,True,False,False,False,2026-07-23 03:00:31 +0200,dormido
motor/pipeline/__init__.py,13,False,False,False,False,True,2026-07-25 15:19:11 +0200,esbozo
motor/pipeline/definition.py,41,False,True,False,False,False,2026-07-22 19:16:43 +0200,dormido
motor/pipeline/executor.py,217,False,True,False,False,True,2026-08-02 00:14:24 +0200,activo
motor/pipeline/loader.py,86,False,True,False,False,True,2026-07-23 21:59:27 +0200,activo
motor/pipeline/orchestrator.py,136,False,True,False,True,True,2026-07-25 15:19:11 +0200,activo
motor/platform/__init__.py,29,False,False,False,False,True,2026-07-23 03:00:31 +0200,libreria
motor/platform/models.py,298,False,True,False,False,True,2026-08-03 09:56:00 +0200,activo
motor/platform/resilience.py,138,False,True,False,False,True,2026-07-22 19:18:06 +0200,activo
motor/platform/serializer.py,386,False,True,False,False,False,2026-08-02 02:43:32 +0200,dormido
motor/platform/validator.py,21,False,True,False,False,True,2026-07-27 14:11:10 +0200,activo
motor/plugin/__init__.py,33,False,False,False,False,True,2026-07-05 18:19:51 +0200,libreria
motor/plugin/base.py,147,False,True,False,False,True,2026-07-23 06:04:56 +0200,activo
motor/plugin/manifest.py,139,False,True,False,False,False,2026-07-23 21:59:27 +0200,dormido
motor/plugin/registry.py,244,False,True,False,False,True,2026-07-23 05:23:16 +0200,activo
motor/plugin/registry_v2.py,410,False,True,True,True,True,2026-08-02 00:24:06 +0200,activo
motor/scanner/__init__.py,260,False,True,False,False,True,2026-08-02 03:14:15 +0200,activo
motor/scanner/_state.py,28,False,True,False,False,True,2026-07-22 19:16:17 +0200,activo
motor/scanner/calibration.py,116,False,True,False,False,False,2026-07-25 15:19:11 +0200,dormido
motor/scanner/collector_asus.py,69,False,False,False,False,False,2026-07-25 15:19:11 +0200,libreria
motor/scanner/collector_hw_asus.py,57,False,False,False,False,False,2026-07-25 15:19:11 +0200,libreria
motor/scanner/collector_hw_vm.py,68,False,False,False,False,False,2026-07-25 15:19:11 +0200,libreria
motor/scanner/collector_red.py,110,False,False,False,False,False,2026-07-25 15:19:11 +0200,libreria
motor/scanner/diff_detector.py,34,False,False,False,False,True,2026-07-25 15:19:11 +0200,libreria
motor/scanner/scanner.py,392,False,True,False,False,True,2026-08-02 03:14:15 +0200,activo
motor/scanner/sliding_window.py,32,False,True,False,False,True,2026-07-25 15:19:11 +0200,activo
motor/tests/__init__.py,1,False,False,False,False,True,2026-07-25 15:19:11 +0200,test
motor/tests/conftest.py,1,False,False,False,False,False,2026-07-25 15:20:32 +0200,test
motor/tests/e2e/__init__.py,1,False,False,False,False,True,2026-07-23 14:54:06 +0200,test
motor/tests/e2e/test_chat_flow.py,42,False,False,False,False,False,2026-07-23 18:45:26 +0200,test
motor/tests/e2e/test_health_metrics.py,42,False,True,False,False,False,2026-07-23 14:54:06 +0200,test
motor/tests/test_anthropic.py,137,False,True,False,False,False,2026-07-16 21:07:07 +0200,test
motor/tests/test_api_audit.py,155,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_assistant_obs.py,164,False,True,False,False,False,2026-07-23 04:05:59 +0200,test
motor/tests/test_baseline.py,209,False,True,False,False,False,2026-07-23 21:59:27 +0200,test
motor/tests/test_benchmark_continuo.py,154,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_benchmark_providers.py,134,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_benchmark_rag.py,200,False,True,False,False,False,2026-07-23 21:59:27 +0200,test
motor/tests/test_capabilities.py,226,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_citation.py,293,False,True,False,False,False,2026-07-20 13:35:48 +0200,test
motor/tests/test_cleaner.py,284,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_cli.py,187,False,False,False,False,True,2026-07-26 19:15:38 +0200,test
motor/tests/test_continuous.py,159,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_crawler.py,153,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_debt_cleanup.py,77,False,True,False,False,False,2026-07-22 19:16:17 +0200,test
motor/tests/test_detector.py,205,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_e2e.py,157,False,False,False,False,False,2026-07-23 06:04:56 +0200,test
motor/tests/test_evaluation.py,338,False,True,False,False,False,2026-07-23 21:59:27 +0200,test
motor/tests/test_experiment.py,166,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_extractor.py,222,False,True,False,False,False,2026-08-03 01:02:24 +0200,test
motor/tests/test_fusion.py,1163,False,True,False,False,False,2026-07-23 06:04:56 +0200,test
motor/tests/test_gemini.py,132,False,True,False,False,False,2026-07-23 04:05:59 +0200,test
motor/tests/test_hybrid_memory.py,111,False,False,False,False,False,2026-07-22 19:16:58 +0200,test
motor/tests/test_llm_providers.py,360,False,True,False,False,False,2026-07-23 06:04:56 +0200,test
motor/tests/test_lmstudio.py,115,False,True,False,False,False,2026-07-23 04:05:59 +0200,test
motor/tests/test_mcp_server.py,239,False,False,False,False,False,2026-07-23 04:05:59 +0200,test
motor/tests/test_metrics_server.py,125,False,True,False,False,False,2026-07-23 04:05:59 +0200,test
motor/tests/test_monitor.py,183,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_openrouter.py,121,False,True,False,False,False,2026-07-23 04:05:59 +0200,test
motor/tests/test_pipeline.py,52,True,False,False,False,False,2026-07-25 15:19:11 +0200,test
motor/tests/test_pipeline_e2e.py,199,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_preflight.py,33,True,False,False,False,False,2026-07-26 19:15:38 +0200,test
motor/tests/test_profiler.py,186,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_prometheus_exporter.py,23,False,False,False,False,False,2026-07-23 18:45:26 +0200,test
motor/tests/test_provider_contract.py,147,False,True,False,False,False,2026-07-20 13:16:03 +0200,test
motor/tests/test_qdrant_rest.py,111,False,True,False,False,False,2026-07-22 19:18:06 +0200,test
motor/tests/test_ranker.py,281,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_regression.py,226,False,True,False,False,True,2026-07-19 18:45:12 +0200,test
motor/tests/test_resiliencia.py,1016,False,True,False,False,False,2026-07-22 19:18:06 +0200,test
motor/tests/test_scanner.py,60,True,True,False,False,False,2026-07-25 15:19:11 +0200,test
motor/tests/test_searcher.py,203,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_summarizer.py,222,False,True,False,False,False,2026-07-19 19:10:32 +0200,test
motor/tests/test_tracing_exporter.py,131,False,True,False,False,False,2026-07-23 15:14:19 +0200,test
motor/tests/test_vllm.py,118,False,True,False,False,False,2026-07-23 04:05:59 +0200,test
motor/tests/tuneladora/__init__.py,1,False,False,False,False,True,2026-07-23 07:01:36 +0200,test
motor/tests/tuneladora/test_engine_init.py,36,False,False,False,False,False,2026-07-23 14:52:13 +0200,test
motor/tests/tuneladora/test_plugin_cleanup.py,20,False,False,False,False,False,2026-07-23 14:52:13 +0200,test
motor/tests/tuneladora/test_plugin_code_quality.py,23,False,False,False,False,False,2026-07-23 14:52:13 +0200,test
motor/tests/tuneladora/test_plugin_health.py,23,False,False,False,False,False,2026-07-23 14:52:13 +0200,test
motor/tests/tuneladora/test_plugin_reporting.py,14,False,False,False,False,False,2026-07-23 14:52:13 +0200,test
path_setup.py,30,False,False,False,True,True,2026-07-25 15:19:11 +0200,libreria
prompt_injector.py,44,False,True,False,True,True,2026-07-25 15:19:11 +0200,activo
scraping/meta_miner_remote.py,131,True,False,False,False,True,2026-07-25 15:19:11 +0200,activo
scripts/generate_synthetic_data.py,247,True,False,False,False,True,2026-07-22 19:16:17 +0200,activo
scripts/health_check_brain.py,260,True,True,False,False,True,2026-07-23 21:59:27 +0200,activo
scripts/pro/PLUGIN_TEMPLATE.py,81,True,False,True,False,True,2026-07-25 15:19:11 +0200,activo
scripts/pro/adr_generator.py,149,True,False,False,False,True,2026-08-03 01:02:24 +0200,activo
scripts/pro/ajustar_contexto.py,109,True,False,True,False,True,2026-07-24 00:13:20 +0200,activo
scripts/pro/alineador.py,196,True,False,True,False,True,2026-07-22 19:16:17 +0200,activo
scripts/pro/analisis_completo.py,255,True,False,True,False,True,2026-07-22 19:16:17 +0200,activo
scripts/pro/analizar_fallo_conciencia.py,137,True,False,False,False,True,2026-07-20 13:35:48 +0200,activo
scripts/pro/arq_auditor.py,911,True,False,False,False,True,2026-08-03 01:02:24 +0200,activo
scripts/pro/arq_checker.py,240,True,True,True,False,True,2026-08-03 01:02:24 +0200,activo
scripts/pro/audit_config.py,193,True,False,False,False,True,2026-07-27 14:11:10 +0200,activo
scripts/pro/audit_inventario.py,142,True,False,False,False,True,2026-08-02 19:23:56 +0200,activo
scripts/pro/audit_secrets.py,288,True,True,False,False,True,2026-07-20 13:35:48 +0200,activo
scripts/pro/auditor_makefile.py,78,True,False,False,False,True,2026-08-04 11:21:20 +0200,activo
scripts/pro/auditor_real.py,210,True,True,True,False,True,2026-08-04 11:21:20 +0200,activo
scripts/pro/auditor_router.py,228,True,False,False,False,True,2026-07-20 13:35:48 +0200,activo
scripts/pro/auditoria_continua.py,541,True,False,False,False,True,2026-07-22 19:17:29 +0200,activo
scripts/pro/auto_conciencia.py,143,True,False,False,False,True,2026-07-22 19:16:31 +0200,activo
scripts/pro/auto_reglas.py,153,True,False,True,False,True,2026-07-22 19:16:17 +0200,activo
scripts/pro/autonomy/__init__.py,1,False,False,False,False,True,2026-07-22 19:16:31 +0200,esbozo
scripts/pro/autonomy/autonomy.py,189,True,False,False,False,True,2026-08-03 01:02:24 +0200,activo
scripts/pro/autonomy/evaluator.py,56,False,True,False,False,True,2026-07-21 02:17:19 +0200,activo
scripts/pro/autonomy/goal_manager.py,197,False,True,False,False,False,2026-07-21 02:17:19 +0200,dormido
scripts/pro/autonomy/learning/__init__.py,24,False,False,False,False,True,2026-07-21 02:17:19 +0200,libreria
scripts/pro/autonomy/learning/aprendizaje.py,138,True,False,False,False,True,2026-08-03 01:02:24 +0200,activo
scripts/pro/autonomy/learning/knowledge_base.py,224,False,True,False,False,False,2026-07-21 02:17:19 +0200,dormido
scripts/pro/autonomy/learning/ledger_utils.py,108,False,True,False,False,False,2026-07-21 02:17:19 +0200,dormido
scripts/pro/autonomy/learning/pattern_analyzer.py,108,False,True,False,False,True,2026-07-21 02:17:19 +0200,activo
scripts/pro/autonomy/learning/policy_engine.py,115,False,True,False,False,False,2026-07-21 02:17:19 +0200,dormido
scripts/pro/autonomy/learning/recommendation_engine.py,98,False,True,False,False,False,2026-07-22 19:16:31 +0200,dormido
scripts/pro/autonomy/learning/trend_monitor.py,81,False,True,False,False,False,2026-07-21 02:17:19 +0200,dormido
scripts/pro/autonomy/learning.py,163,False,True,False,False,True,2026-07-21 02:17:19 +0200,activo
scripts/pro/autonomy/memory/__init__.py,13,False,False,False,False,True,2026-07-21 01:39:37 +0200,esbozo
scripts/pro/autonomy/memory/ingester.py,136,False,True,False,False,False,2026-07-21 02:17:19 +0200,dormido
scripts/pro/autonomy/memory/memoria.py,80,True,False,False,False,True,2026-08-03 01:02:24 +0200,activo
scripts/pro/autonomy/memory/queries.py,125,False,True,False,False,False,2026-07-21 02:17:19 +0200,dormido
scripts/pro/autonomy/memory/schema.py,147,False,False,False,False,False,2026-07-21 02:17:19 +0200,libreria
scripts/pro/autonomy/memory/semantic_memory.py,56,False,True,False,True,False,2026-07-21 02:17:19 +0200,activo
scripts/pro/autonomy/planner.py,214,False,True,False,False,True,2026-08-03 01:02:24 +0200,activo
scripts/pro/autonomy/research/__init__.py,9,False,False,False,False,True,2026-07-21 01:41:39 +0200,esbozo
scripts/pro/autonomy/research/evidence.py,77,False,True,False,False,False,2026-07-21 02:17:19 +0200,dormido
scripts/pro/autonomy/research/hypothesis.py,78,False,True,False,True,True,2026-07-22 19:16:31 +0200,activo
scripts/pro/autonomy/research/investigacion.py,69,True,False,False,False,False,2026-08-03 01:02:24 +0200,dormido
scripts/pro/autonomy/research/researcher.py,83,False,True,False,False,False,2026-07-23 06:04:56 +0200,dormido
scripts/pro/autonomy/research/synthesis.py,94,False,True,False,False,False,2026-07-21 02:17:19 +0200,dormido
scripts/pro/autonomy/swarm/__init__.py,28,False,False,False,False,True,2026-07-22 19:16:31 +0200,libreria
scripts/pro/autonomy/swarm/agent_base.py,35,False,True,False,False,False,2026-08-03 01:02:24 +0200,dormido
scripts/pro/autonomy/swarm/agents/__init__.py,18,False,False,False,False,True,2026-07-21 02:17:19 +0200,esbozo
